id,video,emotion,emotion_clean
354,https://drive.google.com/file/d/16qQnlpZqJECTwo155G3CILMUmo9T7Oh-/view?usp=drive_link,Surprise,Surprise
242,https://drive.google.com/file/d/174ktM20lrDfm4tIGFTTC4NBPqxit2ab_/view?usp=sharing,Trust,Trust
334,https://drive.google.com/file/d/176fAs32KUJyEuSHg0WcVSqKGzjvk7mAs/view?usp=drive_link,Surprise,Surprise
771,https://drive.google.com/file/d/17Jf_b4DdNajEeBfHJXBfpzO9cXWrCJ9j/view?usp=drive_link,Anger,Anger
452,https://drive.google.com/file/d/17OELHbuvFBxaJQhEOtKw3YTKRUR-u4Wp/view?usp=sharing,Trust,Trust
297,https://drive.google.com/file/d/17PEh13iqDufZbFYrX99th4oGWUyMBOrO/view?usp=drive_link,Surprise,Surprise
758,https://drive.google.com/file/d/17pFvQ3qPJZiYAB2AYHc7888_IR0GsIGz/view?usp=drive_link,Surprise,Surprise
333,https://drive.google.com/file/d/18l6Q_OmL9Cs3NsmJKOQRpCCOVFsJVQ1H/view?usp=drive_link,Proud,Proud
352,https://drive.google.com/file/d/18lAsOO3SaQt8eaMyr-jRKl6PjUu6ryRR/view?usp=drive_link,Surprise,Surprise
330,https://drive.google.com/file/d/18LgEBVLPh6xc55CzQJLSWdVx9XYjYMY5/view?usp=sharing,Trust,Trust
560,https://drive.google.com/file/d/18Pa253imVyYnCQ1Br3jM2Hn29Nbx0rH0/view?usp=drive_link,Surprise,Surprise
579,https://drive.google.com/file/d/18VM0IKeONjgaxuHj1xxhJPPskoO7oN4C/view?usp=drive_link,Proud,Proud
395,https://drive.google.com/file/d/19ai_jDyg7RQ4a7v8qmkgF9GPuOAR1zvI/view?usp=sharing,Terkjut,Terkjut
82,https://drive.google.com/file/d/19Caz_xMd2IIDY_NqjA3NK3VRG0SFs-zz/view?usp=share_link,Sadness,Sadness
320,https://drive.google.com/file/d/1_1pUppoq1CubSilNkIilvXy9BUMvqN5a/view?usp=sharing,Surprise,Surprise
310,https://drive.google.com/file/d/1_bgAkwYdX91eMUGm6OyaWLJa9QOTketj/view?usp=sharing,Surprise,Surprise
272,https://drive.google.com/file/d/1_KjLNoBDyPq2ERIurbbpy0ymyYYTtgsc/view?usp=sharing,Trust,Trust
349,https://drive.google.com/file/d/1_Wptog7sZ-Tf1GfIJ7tO5KSRv2d2QI1H/view?usp=drive_link,Trust,Trust
396,https://drive.google.com/file/d/1AKOpU-T717YOtLwbTSqV1ECf1SarMYzR/view?usp=sharing,Proud,Proud
308,https://drive.google.com/file/d/1Aomlf0yj4AGdb8U5cMR5yxHqAMzRfrHE/view?usp=sharing,Surprise,Surprise
254,https://drive.google.com/file/d/1aqJ9hzi9WE4bs7NrqN7ciiLbk-qL3xil/view?usp=share_link,Surprise,Surprise
311,https://drive.google.com/file/d/1ArjlJjHMZ88_6Js-3l7OzvP9bdj0vkQb/view?usp=sharing,Trust,Trust
440,https://drive.google.com/file/d/1AS8DAp3lUTfCS3v5fFSlUdYmqN8qIpCE/view?usp=sharing,Surprise,Surprise
343,https://drive.google.com/file/d/1au3KSMGEcUdinzTX1uG8T7o624m1Iv7J/view?usp=drive_link,Anger,Anger
325,https://drive.google.com/file/d/1AUN-OYd4ipaJoeEH4Zs4gmXo7B2S23Km/view?usp=drive_link,Trust,Trust
287,https://drive.google.com/file/d/1auQ3Vy3NiAzqBRWS4jkrBbjK0gxpm1oa/view?usp=sharing,Neutral,Neutral
408,https://drive.google.com/file/d/1b7WCqKGBXJD4wZia0ke1CP9ZYituynGn/view?usp=sharing,Proud,Proud
441,https://drive.google.com/file/d/1b8j2we4JOYf3znxqUbmg8N1yOAAGgeIV/view?usp=sharing,Trust,Trust
450,https://drive.google.com/file/d/1BebBCOFNvbFdREDNh9eovMXjLg5yoqfI/view?usp=sharing,Trust,Trust
304,https://drive.google.com/file/d/1BerFy1B8lI20y4_fQ8EIRezwaIBzftfs/view?usp=drive_link,Proud,Proud
409,https://drive.google.com/file/d/1bh-6oY-dAOw08yVXIc-416tDFEeisPFR/view?usp=sharing,Surprise,Surprise
285,https://drive.google.com/file/d/1bK8tNnBPE_cIG01bREq1qaejYuJqdAuf/view?usp=sharing,Trust,Trust
344,https://drive.google.com/file/d/1bMMUhXgigGbM5TCG8EYHarZfjcZVL3k7/view?usp=drive_link,Proud,Proud
753,https://drive.google.com/file/d/1BuXK9wn-IXR6Gz_su7N1RzI_Tbh0Y0vd/view?usp=drive_link,Surprise,Surprise
759,https://drive.google.com/file/d/1c8v7me2ePXotPxLdcoG3os5bCXHDMg2R/view?usp=drive_link,Surprise,Surprise
260,https://drive.google.com/file/d/1c_1boySTaI5v-wbdEknkClIcsC7emkyC/view?usp=share_link,Surprise,Surprise
397,https://drive.google.com/file/d/1C_hIfvMOCncO8cucOt-XXwhob0EZ1F6p/view?usp=sharing,Proud,Proud
410,https://drive.google.com/file/d/1clMd4lL0Odism-RJzRkkGlbpnsNxVnUt/view?usp=sharing,Surprise,Surprise
446,https://drive.google.com/file/d/1cmoX1kONBJ57XxZmC1n8j-AuboEW-OGG/view?usp=sharing,Surprise,Surprise
557,https://drive.google.com/file/d/1cNDwATeNRYBNEy5bp_RWZTwdNCgyU730/view?usp=drive_link,Neutral,Neutral
448,https://drive.google.com/file/d/1COod9JJ1oWsUD4pnHfw3pTAT5ub4kYOM/view?usp=sharing,Trust,Trust
748,https://drive.google.com/file/d/1dc3XWlk-5vWkVD5eAYwGhJyvTaQyO_c5/view?usp=drive_link,Surprise,Surprise
582,https://drive.google.com/file/d/1DCP3G6YU6YeRRItM-2J8w2v2H_WJ_wah/view?usp=drive_link,Joy,Joy
278,https://drive.google.com/file/d/1dmL2iITVmznAuhUnQQ8XagExDvDuYAzJ/view?usp=sharing,Joy,Joy
566,https://drive.google.com/file/d/1DnHUua7-RtEsYNNU1VFjP5cOwRwvqB_o/view?usp=drive_link,Surprise,Surprise
431,https://drive.google.com/file/d/1DpB6DLD2XojoKEtkdkuaG5GVKJsbVrdH/view?usp=sharing,Trust,Trust
454,https://drive.google.com/file/d/1dpT60tbJTQK4daHtOCY5Ry1OFYDH0Knw/view?usp=drive_link,Proud,Proud
347,https://drive.google.com/file/d/1dQo2iCSbbGDpkuvaeevt-J0yWbc0Pbfr/view?usp=drive_link,Proud,Proud
426,https://drive.google.com/file/d/1Du-PW4fvjRtjffB-ITITre8Pxjl5Hqv0/view?usp=sharing,Anger,Anger
449,https://drive.google.com/file/d/1dYJrHYu4G5zfiFXscNvGr-6WZn4NvBp6/view?usp=sharing,Sadness,Sadness
345,https://drive.google.com/file/d/1dyMYKBLHBfuAv4VbTF7iMaFPqfJ-du9x/view?usp=drive_link,Surprise,Surprise
238,https://drive.google.com/file/d/1E5sY0n0XBQSDOYyrF3MluFYr69xETRgY/view?usp=sharing,Proud,Proud
303,https://drive.google.com/file/d/1eeHcjzmCadvIdIQp7Zs0NTUaDBQc2TD-/view?usp=drive_link,Surprise,Surprise
439,https://drive.google.com/file/d/1ek-ZniGi5jI4096YpOLU8ts5Z438a89w/view?usp=sharing,Trust,Trust
456,https://drive.google.com/file/d/1ElvqnnKfMLU8pZyKKs_CMxwGts2O770v/view?usp=drive_link,Surprise,Surprise
762,https://drive.google.com/file/d/1EmQ15FK-_xmU6OlmRdAB25KzXqIP-Igy/view?usp=drive_link,Surprise,Surprise
332,https://drive.google.com/file/d/1eu9PHjd3VO3fyp5776ZNBWTpYMaQRXBm/view?usp=drive_link,Proud,Proud
770,https://drive.google.com/file/d/1FJvXEnCOcu9NUnN2mx7y3b_Vfht1PoI2/view?usp=drive_link,Trust,Trust
562,https://drive.google.com/file/d/1fkhY54gBd6_h0YAjEx9GcfX02kRHWHf5/view?usp=drive_link,Proud,Proud
328,https://drive.google.com/file/d/1FNfsB23xtWAnxr0ffwz2LYZAVdQJiv5P/view?usp=sharing,Surprise,Surprise
338,https://drive.google.com/file/d/1FR5Bt9aR3614Xql9xLkq1v97H2fHn7Zp/view?usp=drive_link,Proud,Proud
273,https://drive.google.com/file/d/1ftErla2d_xoxnPEw48O5qhOqZmU7yEoB/view?usp=sharing,Joy,Joy
236,https://drive.google.com/file/d/1FTY5nRUo3ChEDywZ_k26nhmCVxPJfMJT/view?usp=sharing,Surprise,Surprise
259,https://drive.google.com/file/d/1FxbsOfcAFwFmxE_6ydT6onXOhToEP4wm/view?usp=share_link,Proud,Proud
412,https://drive.google.com/file/d/1fxLBDzhzEvq589e2pwRIgajrLKvTu2YD/view?usp=sharing,Proud,Proud
413,https://drive.google.com/file/d/1g2liHVQnD1CUknV6v8CMX2kdinFYaXIu/view?usp=sharing,Trust,Trust
411,https://drive.google.com/file/d/1g7Psf62v7dErnIBYEvpxtfc1djyMCS0l/view?usp=sharing,Proud,Proud
398,https://drive.google.com/file/d/1GirafhnqZPpOpv2qn7G7Unp1yKeBRvSW/view?usp=sharing,Trust,Trust
436,https://drive.google.com/file/d/1GofpxQoe1aEQ7ILgar9UovnPEwRZrSg1/view?usp=drive_link,Proud,Proud
434,https://drive.google.com/file/d/1GofpxQoe1aEQ7ILgar9UovnPEwRZrSg1/view?usp=sharing,Surprise,Surprise
350,https://drive.google.com/file/d/1gr6eVSYlzBHXVUpGY_mMJklm6MHdHxA_/view?usp=drive_link,Surprise,Surprise
564,https://drive.google.com/file/d/1gv8ATmJJuC9zh7O__cTM-84vumtdCByU/view?usp=drive_link,Trust,Trust
561,https://drive.google.com/file/d/1gyvS8u2NWqkXGd-QkuhC6mw_6nNfM54M/view?usp=drive_link,Trust,Trust
445,https://drive.google.com/file/d/1HgboPwW_oFSKoRdyvYupi_BGLGCsc68Y/view?usp=sharing,Trust,Trust
340,https://drive.google.com/file/d/1hoQ3JriTraxmSlG6ePqy_hm0T4Q_uHyc/view?usp=drive_link,Surprise,Surprise
425,https://drive.google.com/file/d/1hR_JOQHAQ1cL5TeXmW6mXDBcKPcoHre8/view?usp=drive_link,Trust,Trust
757,https://drive.google.com/file/d/1ICfqbK4IxFcOHgmv47hKvl2DfiJwcYT-/view?usp=drive_link,Trust,Trust
414,https://drive.google.com/file/d/1irj5JRI7t68x1Or_uWrbpv-9Xa7cGyWE/view?usp=sharing,Trust,Trust
346,https://drive.google.com/file/d/1iyOhhmxVkfNfb8Ye7VzVe49OVf5ntCaJ/view?usp=drive_link,Surprise,Surprise
565,https://drive.google.com/file/d/1IyQWxwm75mMTNxF2X1K6MpU1DqKloGxc/view?usp=drive_link,Surprise,Surprise
301,https://drive.google.com/file/d/1J1ptOdz_I3WUnaF87jU2PNQszcn5C9DM/view?usp=drive_link,Anger,Anger
284,https://drive.google.com/file/d/1jbAegP8PHDVJuJvZrgSqMATDogW4Hahy/view?usp=sharing,Trust,Trust
769,https://drive.google.com/file/d/1jggeBXI_a_ING9T_N1CHGMv4r5wF7-mN/view?usp=drive_link,Surprise,Surprise
585,https://drive.google.com/file/d/1jz7UG4G8a5BgWRpDkwG4BMrbtUwgqz_1/view?usp=drive_link,Proud,Proud
415,https://drive.google.com/file/d/1k7yqx0DAeO8yMyj5va5Oe8mgB0Jialu5/view?usp=sharing,Trust,Trust
399,https://drive.google.com/file/d/1KAy5cgBU386KwCjEeaniP4P7FDkWu5cH/view?usp=sharing,Trust,Trust
453,https://drive.google.com/file/d/1Kbibt-790YXrIhz_TmDYRtgOYjSzw11k/view?usp=sharing,Trust,Trust
587,https://drive.google.com/file/d/1kc5oblML5Q987meXXOGLhg7QT0EcXUQE/view?usp=drive_link,Proud,Proud
266,https://drive.google.com/file/d/1kdtDhRpo6ekKfT_yjBVXoVj4WercGNuF/view?usp=sharing,Proud,Proud
569,https://drive.google.com/file/d/1kHfCc-bx0BcSGHP_rBe0KOdhWO4rlULD/view?usp=drive_link,Trust,Trust
417,https://drive.google.com/file/d/1kj1MAL40UOCtOhBoBisMdVWELfzRgWZp/view?usp=sharing,Trust,Trust
271,https://drive.google.com/file/d/1Kll4_vIOLOE-jIQ4sHoTIwKoneMZe-s2/view?usp=sharing,Trust,Trust
584,https://drive.google.com/file/d/1koJHh96MgfWI4vm96xGiPDS0wslvM2r_/view?usp=drive_link,Surprise,Surprise
418,https://drive.google.com/file/d/1ks5YYxJtTG-YB49TdxqZT0Eme3zMRb-b/view?usp=sharing,Proud,Proud
416,https://drive.google.com/file/d/1kWnsda1Gnjv95ftXeZYL2A_N-sz1RJ2R/view?usp=sharing,Surprise,Surprise
312,https://drive.google.com/file/d/1L2j2rvvi7Ouya7LPsDSjvZxktkcxWVDu/view?usp=sharing,Proud,Proud
307,https://drive.google.com/file/d/1L8Gz_VS5F-F30IfDnOzS-5N_1C4yKBHt/view?usp=sharing,Surprise,Surprise
419,https://drive.google.com/file/d/1lJeWDVKUMGYuTio3v5VayeJIojWGQW6E/view?usp=sharing,Proud,Proud
262,https://drive.google.com/file/d/1lKQYbrg7pACuUvw8Nap9Zwgwvx2KZUwN/view?usp=share_link,Trust,Trust
261,https://drive.google.com/file/d/1LTqO8bBrwf_Dff57G30yvs9XMuc7Ac2K/view?usp=share_link,Surprise,Surprise
295,https://drive.google.com/file/d/1m6QMiRFLNN-ar8SirWcd7F7biMVQkQcQ/view?usp=drive_link,Anger,Anger
276,https://drive.google.com/file/d/1m7bM3ghyam8eqKu0UIKYH1RkksH9UYHG/view?usp=sharing,Surprise,Surprise
741,https://drive.google.com/file/d/1m7GKbzI-IPkccCckRckT2MMyAo3PxRja/view?usp=drive_link,Anger,Anger
324,https://drive.google.com/file/d/1M_6SY752Q2DDMQ-SReTEMXeOfG9Nhd6V/view?usp=drive_link,Trust,Trust
574,https://drive.google.com/file/d/1MGqgewMa4G3Jo-K5vHcKnmHRbYc3cxX-/view?usp=drive_link,Surprise,Surprise
326,https://drive.google.com/file/d/1mTjeo_jyHUAXaLkzAigr6gjnXRoWN1YV/view?usp=drive_link,Trust,Trust
764,https://drive.google.com/file/d/1N_tmTCnlUew4zz00tTx-5WFTfJew-mlD/view?usp=drive_link,Surprise,Surprise
309,https://drive.google.com/file/d/1nc1WP7TU_aiyYyrknGGLx1WsSB1xPHu9/view?usp=sharing,Surprise,Surprise
353,https://drive.google.com/file/d/1nDnDot4fOkyAnh-KWtafzbxRtIhkwZXa/view?usp=drive_link,Surprise,Surprise
268,https://drive.google.com/file/d/1nEyJP7KLtSgQhj7-efvU7ZPuGK5m9DeD/view?usp=sharing,Joy,Joy
586,https://drive.google.com/file/d/1NLuJi9iI8LzIWOFlSJVIHuaspBpzKTOu/view?usp=drive_link,Surprise,Surprise
768,https://drive.google.com/file/d/1nPpOLbyFqcxOgPn9r-2HZo34rYIiM26b/view?usp=drive_link,Surprise,Surprise
342,https://drive.google.com/file/d/1NXckEsK8mkUr4IlMs-Xz1G-fRG9y2OEd/view?usp=drive_link,Proud,Proud
348,https://drive.google.com/file/d/1nXZKur-B1aybi2jDr_QvKu4Rlf9ZGpUZ/view?usp=drive_link,Trust,Trust
292,https://drive.google.com/file/d/1o495T41WvkbePjucBFRqY3py2bscj9j6/view?usp=sharing,Trust,Trust
305,https://drive.google.com/file/d/1o8hCq7EPrIX-cFFz4INcAZYIKPj9zVEm/view?usp=drive_link,Surprise,Surprise
400,https://drive.google.com/file/d/1Oc5Q-niMiBiAH2QEv-RxW7jJX1ldfrfi/view?usp=sharing,Trust,Trust
335,https://drive.google.com/file/d/1oe6YLqtXw2dBwxrmrRIuVXlyW9_C0kLE/view?usp=drive_link,Proud,Proud
745,https://drive.google.com/file/d/1otj8NW62zkxMRuQVOz8oc0uzzpEdC4-2/view?usp=drive_link,Bangga,Proud
318,https://drive.google.com/file/d/1oVqUQe3KXE6ZiakQGOLSV39FSSxSZflf/view?usp=sharing,Surprise,Surprise
444,https://drive.google.com/file/d/1OZY0368_fbHpt5_56pfvxivBXWivL-TK/view?usp=sharing,Proud,Proud
286,https://drive.google.com/file/d/1P2dJ0V77XLxti9Sj66vYfjHklpp_ilQ7/view?usp=sharing,Surprise,Surprise
313,https://drive.google.com/file/d/1P6PgAAZKmoYiKR8ekl0_2K2N8NdCbFXy/view?usp=sharing,Surprise,Surprise
750,https://drive.google.com/file/d/1PAF7kyIsR0Y4IhMH_qv3su1-FNhWatb1/view?usp=drive_link,Surprise,Surprise
577,https://drive.google.com/file/d/1PcmHcT9jRbICD5l0cMXj8U09riBuCn0E/view?usp=drive_link,Trust,Trust
341,https://drive.google.com/file/d/1pd2OIfxF_zAGs7IG6Mh-PjTiE6uZk8aO/view?usp=drive_link,Proud,Proud
747,https://drive.google.com/file/d/1PdTWWjH66iIWgJPefVzIeuKqYBdkrsI2/view?usp=drive_link,Joy,Joy
237,https://drive.google.com/file/d/1pG2GATtjgaoBY-2E1_RkIJFu6DyppHfr/view?usp=sharing,Surprise,Surprise
290,https://drive.google.com/file/d/1pGzhGp_4Wns6Vu30UqnneRjaKOEfnlgv/view?usp=sharing,Surprise,Surprise
438,https://drive.google.com/file/d/1PMDBY0C5oekMhFDm2KcR2jLjdgonZ2Bi/view?usp=sharing,Proud,Proud
401,https://drive.google.com/file/d/1PO2U34pcKAcxAOJtwmSejmRgNB5koTEi/view?usp=sharing,Proud,Proud
289,https://drive.google.com/file/d/1PzfVDLwuOuvkXMoSCSJlG4jw2gjZiw7f/view?usp=sharing,Surprise,Surprise
288,https://drive.google.com/file/d/1Q6UYhFv2n4YnEsDqBpWB_WOKFAqckDqR/view?usp=sharing,Proud,Proud
581,https://drive.google.com/file/d/1qAT4f_bKmaiLzUtmik8zSuMcv-ZPCgom/view?usp=drive_link,Neutral,Neutral
580,https://drive.google.com/file/d/1QEe9IVsQPVznXT9Sq2AvtxWRglgbL8u8/view?usp=drive_link,Terkjut,Terkjut
420,https://drive.google.com/file/d/1qIq1UsEs-OgQahU8FAu93jkv7KpmlsKA/view?usp=sharing,Surprise,Surprise
298,https://drive.google.com/file/d/1QKbQgPG6bA1WDwuGpEvAnMmw1_qbtkFk/view?usp=drive_link,Anger,Anger
451,https://drive.google.com/file/d/1qQ5-Rhna3Sbd8zd_gRYJYyjKy_xF_nFB/view?usp=sharing,Surprise,Surprise
427,https://drive.google.com/file/d/1r4rMWYYrMicgnn4QcZy80MAPrrLlTiQj/view?usp=sharing,Proud,Proud
402,https://drive.google.com/file/d/1REqm_JWcaZA73Jy4XMtl-gd7CiExVizn/view?usp=sharing,Proud,Proud
329,https://drive.google.com/file/d/1rEv2BCHM-w0kGESW7zArV0hwbxMeTzhR/view?usp=drive_link,Proud,Proud
274,https://drive.google.com/file/d/1rfwlzR9i7EpPyZvb_1frZyRyHlAwYkhz/view?usp=sharing,Surprise,Surprise
257,https://drive.google.com/file/d/1rNStUG8X1s7Gxsk7ppUkboM1bgs74ldO/view?usp=share_link,Joy,Joy
559,https://drive.google.com/file/d/1rpAoVyWkv1g8-ennorDmvMbMONApc1yi/view?usp=drive_link,Surprise,Surprise
403,https://drive.google.com/file/d/1RuG8tAU9xSDT6oYf_gox_krLOGl5zZAT/view?usp=sharing,Proud,Proud
327,https://drive.google.com/file/d/1S72zxSaA4R1t3mwApeTHm4VJT-IDvjPL/view?usp=drive_link,Surprise,Surprise
404,https://drive.google.com/file/d/1SClBWIykBWYBR97lUcitK1nbexZJMpVn/view?usp=sharing,Trust,Trust
751,https://drive.google.com/file/d/1sCo2Ny7hibq0PBNPA8idlyUyWrkjAK51/view?usp=drive_link,Anger,Anger
337,https://drive.google.com/file/d/1SGmmz_hCldaOMxzhSpmiaqgCAXmk94cn/view?usp=drive_link,Surprise,Surprise
277,https://drive.google.com/file/d/1Sjfo20LxjQYLL38rcsfMK6-mglcXkGOP/view?usp=sharing,Trust,Trust
405,https://drive.google.com/file/d/1SLzwB2vFY8ZxxWJQWagAlk_Q8qdKvQZu/view?usp=sharing,Fear,Fear
306,https://drive.google.com/file/d/1TBxEKfVbZHXKByNuG8cEKpGNkCz_nQTf/view?usp=drive_link,Surprise,Surprise
235,https://drive.google.com/file/d/1tdwOb8cuBXpbAGX8hOmG4K62c4JP9GR5/view?usp=sharing,Surprise,Surprise
767,https://drive.google.com/file/d/1TJfHdE_I2qE3PzOzmeiNlxuv_8sbpqTf/view?usp=drive_link,Trust,Trust
570,https://drive.google.com/file/d/1TK2wTHE8nH_FbFsjTqMmLHCdc5J8gvAC/view?usp=drive_link,Surprise,Surprise
258,https://drive.google.com/file/d/1tP3XU9n0Hz7bw-i-xeARwqGVsOrUcRUN/view?usp=share_link,Trust,Trust
756,https://drive.google.com/file/d/1tQOKBy4t_zaTLxZv_RyZ0uWc-VEV4yS1/view?usp=drive_link,Trekejut,Surprise
406,https://drive.google.com/file/d/1TsssLBV9UK2CyCeHY-qWf-AN7xdqWVSL/view?usp=sharing,Surprise,Surprise
575,https://drive.google.com/file/d/1TSulhJrWMWP0gmF6kDfqRlRwE0OquY70/view?usp=drive_link,Surprise,Surprise
567,https://drive.google.com/file/d/1TZiC-jU1Gq2NW3tRTdiFgy6GgfqLmxdl/view?usp=drive_link,Surprise,Surprise
317,https://drive.google.com/file/d/1u4RaQEcXtvZ3PcEZ_3XxdvZbd3LehmUA/view?usp=sharing,Surprise,Surprise
437,https://drive.google.com/file/d/1u5RE2qDiN4SbtFHDd0zIIEP9er1-Y2Uq/view?usp=drive_link,Proud,Proud
435,https://drive.google.com/file/d/1u5RE2qDiN4SbtFHDd0zIIEP9er1-Y2Uq/view?usp=sharing,Trust,Trust
299,https://drive.google.com/file/d/1UE04wkbPDVwJAE8yDJ0CXAOInVEzH7Fx/view?usp=drive_link,Surprise,Surprise
240,https://drive.google.com/file/d/1UI8IJ19DQkZuTaUtLVtAI19jGMIDJuO_/view?usp=sharing,Surprise,Surprise
351,https://drive.google.com/file/d/1uJrAub9Ht_4X_u2RXk6hkbxupGZCRqmU/view?usp=drive_link,Trust,Trust
241,https://drive.google.com/file/d/1uMJkn9Et2wBjAtSTAfGq0agFf1JQYv5S/view?usp=sharing,Proud,Proud
573,https://drive.google.com/file/d/1uO88nbGfXcPblVLxHpOlFCRf80wDPVxU/view?usp=drive_link,Surprise,Surprise
583,https://drive.google.com/file/d/1UST7Jk52PQpIHKR8R42KN0Txip3jLYUX/view?usp=drive_link,Surprise,Surprise
302,https://drive.google.com/file/d/1V42ONkSg7UkrdxWF67Xj3719CPVN8Yp-/view?usp=drive_link,Trust,Trust
743,https://drive.google.com/file/d/1V9DwnwhgH5edkoD7zJZHWfSOyE7FShUt/view?usp=drive_link,Surprise,Surprise
256,https://drive.google.com/file/d/1VhJeu7psvZDuLyG5NFB0mtuIIqW8utvQ/view?usp=share_link,Proud,Proud
421,https://drive.google.com/file/d/1vjaFMg4gcw513QhmK2q3d2gg-Y5oB71U/view?usp=sharing,Trust,Trust
282,https://drive.google.com/file/d/1vpPEfSUKGoFWSpXdk3HBblneBShmz6eK/view?usp=sharing,Joy,Joy
457,https://drive.google.com/file/d/1vzv8NfEpiz9SIowXAIIfMyygq7EcmEUm/view?usp=drive_link,Joy,Joy
