id,text,label
37,"Lagi cari TV bagus, wajib tau soal TV Mini LED dulu ya. Nile plusnya banyak, minusnya minim. Kita pakai contoh High Sense Mini LED AI TV U6Q. Seri TV Mini LED terbaru dari High Sense. Yang kontrasnya jauh lebih tinggi, lebih presisi dari TV LED biasa. Gambar gelap berasa lebih pekat, gambar terang berasa lebih bersinar. Soalnya titik backlight di TV Mini LED jauh lebih banyak dari LED biasa. Bisa dibilang Mini LED jaman sekarang udah mepet kaulet sih, yang kelasnya lebih mahal. Tapi TV Mini LED bisa lebih terang dan bebas resiko burn in. Mantap. Warna juga lebih hidup ya di High Sense U6Q udah pakai lapisan quantum dot juga. Biar warnanya lebih cerah dan color gamutnya jadi luas di 100% sRGB dan 93% p3. Buat nonton film, nikmat. Banyak fitur pendukung kayak Dolby Vision atau filmmaker mode biar warna filmnya semirip mungkin kayak di bioskop. TV nya juga punya AI LED sensor yang bisa sesuai kecerahan gambar sama suasana sekitar. Ni contohnya langsung keliatan kan pas lampunya dimatikan, TV nya ikut ngeredup biar matah lebih nyaman. Dan sebaliknya pas lampu di hidupin, TV nya juga jadi lebih cerah. Ada juga Build In Subwoofer yang desainnya gede gini di belakang. Bikin sistem audio TV nya jadi 2.1. Support Dolby Atmos juga. Dan kalau anda doi yang nge-game di TV, refresh rate di High Sense U6Q ini juga tinggi up to 4K 144Hz. Kalau pisian dah kuat ya bisa langsung gas tuh. Atau kalau cahol ke konsol macam PS5 bisa support refresh rate sampai 120Hz juga. Ada fitur game bar buat ngasih info refresh rate mode gambar AMD Freezing. Mantap. Ini TV loh. Jadi kalau anda butuh TV yang panelnya bagus di harga yang masuk akal, fiturnya juga asik buat nonton sampai main game. High Sense Mini LED AI TV U6Q ini salah satu yang rekomend. Ada ukuran 55 inch, 65 inch, 75 inch atau 85 inch kayak yang kita bahas ini. Cakup.",Trust
38,"Hehehe, ya um. Oh, maaf. Sekejap, saya akan klip-klippon. Halo? Oh ya ya, oh bagus. Sip, sip. Oh ya, bentar. Aku cek dulu. Cek sekali lagi kontraknya ya. Oke, oke, oke. Wah, hape apa tuh? Oh ini Huawei Mate XT-OM. Ini harganya 50 jutaan aja. Innovasi Huawei emang hebat sih. Mereka berani bawa resmi ke Indonesia juga loh. Hp lipat 3 versi komersil pertama. Ini paling tipis di dunia juga. Boleh lah buat coba-coba. Soalnya kemaren pake lipat 2 terus. Ini ada lipat 3. Lumayan. Kalau mau pake kayak hape biasa, kita bisa masuk ke mode single screen. Kalau mau agak legaan, kayak foldable, bisa pake mode dual screen. Kalau mau fill ala tablet, bisa buka total jadi mode triple screen. Nonton puas banget. Mau YouTube, mau nonton TikTok juga enak om. Enak buat kerja juga. Tinggal sendarin, terus connect ke keyboard bluetooth. Keren banget om. Ini lebih enteng dari tablet biasa loh. Cobain deh. Bodinya juga tipis. Masing-masing lipatannya cuma 4 mm doang. Warnanya juga mewah ya. Merah marun gitu. Teksturnya kulit, ada aksen emasnya. Desain cincin kamera ini namanya Ionic Curve. Rasanya eksklusif. Nggak ada yang sama. Engselnya juga solid banget. Kameranya bagus, total ada 4 kamera. Kalau Huawei yang bikin, bisa tenang lah. Fotonya pasti bagus-bagus. Kalau udah hobi memang susah buat nahan beli. Merah kalian nggak ada yang berani jual sih. Di dunia cuma Huawei yang komersilin. Nggak kebayang susahnya segimana mau bikin HP lipat 3 gini. Salud sih.",Surprise
39,"Samsung Galaxy A365G, partner dari Galaxy A56 yang bikin kantong lebih nyaman. Harganya lebih miring ya, bisa hemat sekitar 1 juta dari A56. Dan spek yang dikasih tetap menarik. Dari prosesor Galaxy A365G jadi HP pertama di Indonesia, yang pake Snapdragon 6 Gen 3. Buat main MLBB, udah aman. Settingan udah kebuka ke 90 fps. Main Genshin pun masih bisa dapet 30-45 fps. Oh iya, bezel layarnya juga ngikutin jejak Galaxy A56 ya, sekarang udah lebih tipis. Bikin layar AMOLED 120Hz jadi lebih lebar 0,1 inch dari generasi sebelumnya. Brightness juga lebih terang, dan kaca yang dipake juga bagus. Corning Gorilla Glass Victus Plus. Kaca belakangnya juga pake Victus Plus. Buat lapisin warna awesome lavender yang kita pegang ini, ada awesome black, white atau lime. Kalau frame nya sendiri, polikarbonat ya, udah tahan air IP67 juga. Sistem operasinya udah langsung One UI 7 baru dengan Android 15. Samsung juga komitmen bakal update software ini HP sampai 6 tahun ke depan, mantap. Jio HP kita bakal berasa gol terus lah, update mulu. Fitur-fitur juga bakal nambah. Kalau sekarang udah ada Circle to Search yang lebih update ya, dia udah bisa deteksi lagu. Ada AI eraser buat bersin foto dari objek ngeganggu, racikan warna kameranya juga bisa lebih flexibel lagi. Ini beberapa sample foto dari Galaxy A365G, yang pake kamera utama 50MP dan ultra-wide 8MP. Kamera depannya juga udah support video HDR ya, biar bagian-bagian terang bisa lebih ketangkap lagi. Kapasitas baterenya sendiri di 5000 mAh dan chargingnya juga udah naik ke 45W. Kalau charger kita support, kan dijual terpisah. Harus cari promo bagus lah. Pas video ini dibuat, Galaxy A365G lagi ada promo free upgrade dan caseback bang juga. Kalau minat, bisa langsung samperin Samsung.com atau toko offline Samsung terdekat.",Proud
40,"HP 3 juta bisa secakup ini. HP 3 juta pake material se premium ini. HP 3 juta bisa dicaskek gini. Emang edan ya, Infinix Note 50 Pro. Harga resmi nya 3,199 juta. Masih bisa dikombo sama banyak promo. Semua paket penjualannya dapetin bonus melimpah dari casing, charger 90W, wireless charger. Desainnya spesial. Harga segini udah pake frame metal. Saya nggak pernah lihat HP 3 juta begini. Bagian belakangnya minimalis. Kamera belakangnya juga udah dapet kamera wide sama ultra wide. Yang kualitasnya udah oke banget buat kelas 2-3 jutaan. Silahkan nikmatin foto-fotonya bentar. Kalau mau sample yang lebih lengkap bisa main ke Youtube ya. Layar Infinix Note 50 Pro juga joss. Bezelnya tipis, brightness tinggi, bending. Dan hebatnya layar HP ini juga nyentuh refresh rate 144Hz. Udah berasa HP gaming belasan juta aja ya. Mesinnya juga udah andalan HP Transient. Mediatek Helio G100. Performanya udah ke uji. Aman buat main banyak game. RAM 8GB, LPDDR4X, storage 256GB, UFS 2.2, baterai 5200 mAh, software juga berasa makin niat ya. UI makin clean, udah ready Android 15 juga. Fitur AI pun ready. Dari yang basic kayak eraser sampai ke Note Summary juga ada. Fitur soal charging pun banyak lho. Pus-pus lah utak atiknya. Kalau mode speed maksimal bisa pake kabel sampai 90W. Colog 20 menit udah keisi 50%. Kalau wireless bisa up to 30W. HP 3 juta lho. Wah. Lagi lagi, King Phoenix berulah ya. Seri Note kemaren aja masih susah dilawan. Sekarang malah ada yang baru lagi. Note 50 Pro. Materia lebih premium dan software yang lebih matang lagi. Kalau minat, bisa langsung cek-cek Pro menyak di e-commerce kesayangan atau toko langganan anda. Langganan HP.",Surprise
41,"Huawei datangin HP lipat resmi lagi nih namanya Mate X6. Jadi kangen pertama kali cobain HP lipat ya, Huawei Mate X juga tuh. Sekarang udah generasi 6 aja. Gaya-nya udah fashionable betul, elegan, mewah. Dimensi tipis. Kalau dilipat udah mirip kayak HP batangan. Back cover pake texture vegan leather, ada yang warna hitam, ada yang marun juga. Kaca depannya pake buatan Huawei punya. Kunlun glass generasi 2. Material frame pake aluminium Aviation Grid, Engselnya juga kaku ya. Bisa mantep dilipat ke berbagai sudut. Kalau lagi full ketutup, lipetannya juga rapet mantep. Sampai bisa ngegigit kertas HVSK gini. Dan tentu aja HPnya udah tahan air, IPX8. Aman kalau nyemplung. Dan pas layarnya basah gini juga masih responsif. Ya saking pdnya Huawei sama build qualitynya Mate X6. Mereka sampe niat buat gantungin motor gede yang diiket ke inner screen karbon platenya HP ini. Oh ya, desain kamera Mate X6 pun udah agak beda ya. Framenya nggak bullet full tapi segi 8 octagon. Isinya pun ada 4 kamera ya. 3 kamera yang sering kita lihat, plus 1 kamera Ultra Chroma. Funcinya biar warna fotonya lebih nyata lagi. Sesuai apa yang kita lihat, konsisten di semua lensa. Ini contoh-contoh hasil fotonya. Udah qualitas Huawei lah level atas. Warna-wanj Sage, memontokленi intelligence flight, tematnya HP Foldable, lebar! 7.9 inci resolusi 2440x2240 pixel, LTPO 1-120Hz, pick brightness 1800 nits. Ya emang ini sih yang paling dicari, yang bikin saya susah lepas dari Foldable, layar gede flexiblenya, bikin cara pake HP jadi berubah. Buat baca dokumen, ngontong, tarik-tarik garis kalau anda suka trading, atau pake mode split screen buat multitasking, bisa buka 3 apps sekaligus, switch antar aplikasi juga mulus. Semua prosesnya ditarik, prosesor Kirin 90-20, RAMnya 12GB, storage 512GB, baterai 51100 mAh, dan charging 66W, yang tentu udah dikasih di paket tengjualan ya, dan support wireless charging 50W juga. Buat harganya sendiri, Huawei Mate X6 di jual di 27 jutaan, ada bonus up to 4.3 juta, ada bonus Huawei GP5, dan ada VIP service juga. Extra layanannya banyak ya, yang bikin user HP ini makin berasa spesial lagi. Buat info lengkapnya, bisa main ke sosmed atau website resminya, Huawei Indonesia. Buka disini lebih lebar.",Proud
42,"Fans HP Kompak yang berbahagia, kenalin Xiaomi 15, HP 6.36 inch dengan spek monster. Kita unboxing dulu dong, desain kotak warna putih dengan tulisan Xiaomi 15 dan nggak ketinggalan ganda dengan si Leica. Leica yang warnanya berkarakter makin sedap kalau foto di lapangan. Kayak gini, pas saya ke pasar beliin titipan istri, berasa lebih keren ya, lebih dramatis. Makin kelapangan, trio kamera 50MP makin garang. HP kecil yang nggak nanggung soal kamera ya. Lanjut unboxing, isinya ada casing, ada ucapan terima kasih, ada Xiaomi 15 ya, ada kabel USB A2 USB C, dan charger 90W. Desain HPnya lumayan mirip Xiaomi 14 ya, bentuk kameranya kotak, frame juga lebih kotak kaku, yang bahannya dari aluminium ya. Kacau belakangnya punya tekstur matte, dan tentu aja HPnya tahan air. Bezel airnya, hmm, tipis 1,38 mm doang. Screen to body ratio sampai 94%. Jadi nggak buang-buang ruang, dan bikin body HPnya bisa lebih ramping lagi. Dan hebatnya, body yang kecil ini nggak jadi batasan buat performanya. Prosesor tetep yang paling baru, paling kencang Snapdragon 8 Elite. Batere tetep gede, sampai 5.240 mAh dengan charging 90W, wireless charging 50W. Xiaomi 15, user HP compact makin berbahagia dah. Performa nggak kepentok ukuran lagi. Buat reviewnya udah tayang di Youtube ya. Kalau pengen info yang lebih detail soal Xiaomi 15, bisa langsung mampir saya kesana.",Proud
43,"Speed 1, 2, 3 itu sama aja Omobis dah tes langsung Tunggu rius berikutnya Monten sampai habis Karena sekarang kami akan tes Perbedaan litra Speed 1, 2, dan 3 Ada suatu SPBU Nah di SPBU itu selalu gunnya Ini nozzlenya ada Tiga settingan kecepatan biasanya Hmm, apakah masing-masing kecepatan itu Litra-annya beda-beda Kita tes sekarang Tapi dengan baik-baik dari badan metrologi Aik mat Ini kita lagi tes apa nih pak? Ini kita lagi melaksanakan Tera pompa Kukur BBM Jadi kita mengukur berapa litre yang luar Betul Ini bejana berapa litre pak? Ini kita menggunakan bejana 20 litre 20 litre Kenapa gak pakai satu litre aja pak? Jadi begini dari spek dari pompa Apa dedya dispensera sendiri Itu ada namanya MMQ Minimum Measurement Quantity Jadi kita menggunakan bejana Yang bisa menuhi MMK tersebut Kita tidak boleh mengukur Kurang dari nilai tersebut Betul, betul, betul Karena semakin kecil jumlah pengukuran Masih semakin besar di biasinya Duh, segala ya Oke, kita mulai sekarang Speed 1, matolong di set 20 litre Start Set Speed 1 Ya Ini akan lama sekali kalau ditungguin Bahainin kalau kita ngisi bensin Isu saja 50 liter Pake Speed 1 Nggak selesai-selesai Diantri orang, dimarain orang Tuh lambat banget Ya, 30 Sip Dah, tangkat, tangkat Tangkat Ya, kelas 0 0 Nah, ini kita udah input 20 liter lagi Sekarang kita Speed 2 Speed 2 itu di Yang kita nggak ya? Nitrate yang kedua Oke Dari dekat, dalannya ini 1, 2 Ya, naik 2 Lebih cepat daripada Speed 1 Ya, kita sudah di-dapat Ya, kita sudah di-dapat Ya, kita sudah di-dapat Ya, kita sudah di-dapat Ya, tidak akan cada ada Gak, ini masalah. Udah, belum, belum diset 2 liter. Oke. Gas wall, speed 3. Kepet. Kalau gini, antrian FBU itu makin... pendek. Mungkin ga ngantr, kalau semua orang speed 3 kali. Eh, speed 3, apa acilnya? 0. Nah, mudah-mudahan, menghentai asan ini... bisa... mengadukasi kita bahwa... speed 1, 2, 3 pada NOSLAS PBU itu... keluarnya... sama. Terima kasih, Pak Ikmat. Sama-sama. Terima kasih, Pak Fri.",Anger
44,"mau habis di bensin nih harus diisi om oh iya isi, tempat ada panggilan itu? besok aja deh ngapa? bagusan pagi kalau siang bensinnya ngembang jadi keisinya sedikit ngangaruh ini ya di dalam tanggi pendam itu regulated temperature jadi temperaturnya gak pengaruh mau membuang gue jadi di tanggi pendam ya suguh gitu-gitu aja udah senang isi bensin ha nyampe nih ini ngapa? isi per tamaks oh pakai sampai central baik itu pembalangan mau pakai pertamina pakai main pertamina dong mas isinya speed 1 aja ya iya pak, baik speed 1 ya pak atan speed 1-speed 1 iya biar lebih banyak gak kebuang gak tengaruh mau speed 1, 2, 3, 4, 5, 12 sama aja ada peniterannya emang gitu ya? gasto biar kepecusan tanggi pendam di mulai derang-derang kanan ya pak kepa, kepa kaga kain goyang-goyangin biar masuknya banyak? gak oh biar sekarang wakum tuh kayak gini nih ada pintu asinnya logong kawanya tanggi pendam sinya gak pengaruh mau di goyang-goyangin gimana juga masuk kepe, cepet juga masuknya keren emang yang goyang-goyang ngasih mamang? jadi, man ya masih mau speed 1 iya sama aja mau 1, 2, 3 ternyata makanya lama kalau satu itu orang jadi periksaan speed 1, 2, 3 itu sama aja oh, mau bisa tes langsung tunggu real seberikutnya tes langsung speed 1, 2, 3 pada SPBU",Surprise
45,"Om, kamu nggak ada sih? Dimana dia? Ya enak kalian ini. Maman, apa? Bukan ini di depan. Berhenti tutup lagi peki. Enak banget.",Joy
46,"kita udah di markas, layar bisa dihargai share ini bisa diputer gini juga ini bisa diputer-puter sekarang gak? ini parkiran mampu dulu pada geter-geter semua sih oke lah dan ini kenapa ada orang ya ini ada orang oh ada emang sub indo by broth3rmax",Surprise
47,ini adalah adaptive cruise control yang tercanggi yang pernah kami coba pada suatu mobil jadi ini adalah X-Peng X9 dia bisa juga adaptive cruise control saat macet ya sudah banyak mobil yang bisa begitu juga tapi lihat nih mobil depan maju sedikit mobilnya maju dengan jaraknya sangat deket kami nggak ngerem sama sekali dan berhentinya cukup deket sesuai sama kebiasaan orang Indonesia sehingga tidak mudah dipotong apabila kita macet-macet pakai adaptive cruise control X-Peng X9 ini luar biasa nih,Surprise
48,"mencoba Jeep Sejujunya teman orang merah, ternyata kalau dikontak dia ada toeng, begitu ini kan sudah diganti, jadi digital semua nah ini Sejuju 7 pakai softtop softtopnya softtopnya Jeep YJ atau Wrangler pakai pintu setengah YJ juga tapi asenya saya ingin belum asenya YJ YJ yang ahhh ini pernya sudah diganti pernya punya YJ juga jadi enak banget pernya nah remen kita coba mulai coba tuh, usik remen itu oh bakal jadi ini pakai master sama servonya pakai sama yang dipakai di sejujung kita juga di sejujung dulu spionnya juga pakai spionnya Wrangler yang melihatnya tuh lebih enak tapi tetep aja yang sebelah kiri tuh ada terlalu kurang cembung ini aja pas gini-gini ya sinpromes sinpromes ya dia asennya bagus spellengnya bagusan sejujung kita luaranya enak nih harbunat-parat tuberlo aduh suspensinya sih bener sih bener insypensinya tetep goyang-goyang kayak mobil jaman dulu tapi ada aja mobil tua ya mau pergiginnya lah begitu tapi ini 5 speed pak 4 ga? 4 dong macam kira-kira ke bawah gini memang 4 tapi kayanya karena sayangnya metik kita oh nih ga lojar-lojar deh ya ga lojar-lojar anteng nih anteng ya orang pakai GPS nih antena GPSnya tapi enak sih rumah stirnya walaupun spelleng tapi gampang untuk lurus kenapa sih itu apakah nih saja ya guys, kenapa ini nya gua meningkat wari ini nya nih pak oh tau, wari itu nya anak begajibu kita goreng lagi saja ya",Surprise
49,"ini adalah suatu kendaraan di Gias yang jognya cukup keras dan gak bisa diatur maju mundur declining, sama sekali gak bisa ah tapi ada layar teka dan masing-masing kanan kiri dapet layar sendiri-seniri ada switches nya juga banyak, gak tau buat apaan modinya karbon ini namanya X-Peng S2 Sky Traveller adalah suatu mobil yang terbang ini lagi, ini lagi bukan mobil sih, ini drone yang bisa ngakut manusia lagi-lagi mundur gitu",Surprise
50,"Apabila Anda berada di Gias 2025, mampir ke bus-busnya JK. Ada solusi untuk melindungi mobil Anda. Lihat ini, panas sekali lampunya. Nah, bayangkan ini adalah mata hari. Tanpa kaca film panas sekali. Nah, dengan kaca film lumar, ini black metallic. Wow, sama sekali tidak merasakan panasnya. Nah, ini pilihan kita, selera kita. Mau segelap apa, mau gayanya hitam pekat, mau gayanya agak terlihat bening seperti ini, bisa ada semua di sini. Kalau yang tadi untuk melindungi panas dalam kabin, kalau ini untuk melindungi cat body mobil Anda, ini adalah lumar PPF. Nah, jadi dengan lumar PPF, cat original mobil kita terjaga. Bebas baret halus, dan apabila terjadi baret halus, dipanasin sedikit, dia hilang. Self healing, sayang mobil kan? Nih, lakai ini. Ada juga kaca film CPF1, ini sekali pilihan kaca filmnya ya. Nah, ada yang namanya Black Security. Black Security itu, kaca filmnya tebal, sehingga melindungi kita, apabila terjadi apa-apa, terdipacahan kacanya. Nah, ada lagi yang baru nih. Nah, yang ini kaca film CPF1 Nero X, yang sudah terpasang di Jari Aris Kavi, yang terpadang di Giav 2025. Nih, kaca film ini, bagus menunggi panasnya. Ada lagi, Dura Tech PPF. Lihat nih. Ada yang glossy, ada juga yang matte. Dan ini menarik. Ini bisa untuk PPF kan, rakyat pedal kita. Ayo PPFin, rakyat pedalnya, biar nggak baret baret. Mahal nih sekarang beginian. Ha ha. Nah, sekarang udah tau kan, gimana caranya melindungi mobil kita. Nah, apabila anda ke Giav 2025, mampir ke busnya JKN, ada Lumar, ada CPF1, ada Dura Tech. Komplit. Yow, sini, kita mau mobil.",Joy
51,"Langsung kita coba JQJ8SHS Nah ini range nya bisa 1400 km Dan nih kalau 30... WAAAAH! 1000 srp! Kencang? Range Full Restrict bisa 180 km kena baterai nya 34.4 kwh Hahaha Pasnya pengen bawa jalan jauh kemana ya? Dan ketika rumah kita mati lampu ini mobil bisa jadi Genset rumah karena ini V2L bisa 6600W Menyalah rumahnya Ah ini posisi nyetirnya pas Kita bisa ngeliat tinggi ke mesinik liatang Kalau kemarin kami membahas tentang JQJ8SHS Kalau sekarang JQJ7SHS ini plug in hybrid juga bisa jalan 1300 km range nya baterai nya 18.3 kwh Full baterai bisa jalan 100 km luar biasa Felec nya 19 inch dan jatin ke dalam ada 19 fungsi ada pada mobil ini dan amit-amit sampai terjadi apa-apa ada 8 airbag yang melindungi kita kemudian posisi dulu ke ini enak karena jok elektrik bisa diatur banyak Stereo tilt dan teleskopik dapat layar 10.4 x 14.8 inch besar dan instrumentasur 10.25 inch Ini speaker Sony nya ada 8 speaker suaranya enak Terus ada hetap display nya mobil saya kayak ini dapat komplet begini karena saatnya kita test drive Wah langsung dalam mobil langsung jalan luar biasa Ada 3 driving mode Port, Eco dan Normal mode Kita normal-normal dulu kami sudah sempat mencoba off-road naik mobil ini dan wah luar biasa kemampuan off-road nya tadinya kami underestimated nyata dan berbisa kotor-kotoran ini mobil driving posisi nepas, kita bisa posisi tinggi posisi rendah, jadi atur banyak Stereo tilt dan teleskopik pengaturannya Coba kita sportkan Sport mode, gas-port Kencang, luang banget ya Ini perpaduan masin 3500 cc turbo plus hybrid pula ada motor listik dan dang lagi Jadi respon langsung PUSH! Maju, kita coba sedikit handlingnya Eh, gila responnya Stabil! Wah luar biasa, ini Jku nggak main-main Ini J7 nya enak J8 yang umpuk-nyaman J5 EV itu mobil menarik sekali dan apabila anda ingin melihat langsung datang kebud nya Jku DGAS 2025, mau nyoba juga bisa langsung Ayo!",Joy
52,"Di gutnya Wuling, kita mau iseng tanya sama salesnya. Wuling R.E.V. Diskondnya berapa? Wuling Bingo E.V. Diskondnya berapa?",Surprise
53,"Yang jangan di komentarin adalah kenapa baju kita sama ini kita ga janjian sama sekali ga janjian heran ya Omok itu ga pernah-penuhnya pake baju kayak gini kawasan itu sering sering lagi-sering baik-baik mejain ini biasanya kotak-kotak mana kotak-kotaknya? kebetulan lagi abis lagi dicuci nah kita mulai dari hall 1 sekarang yes dan itu ini dekat sekali tapi ga bisa kita harus tetep pindahnya harus teleport 1,2,3",Surprise
54,"rasanya apabila ke Gias 2025, belum kebutnya pertamina itu belum belang ke kap ya lihat ini, semuanya dijaga ketat dan aktivitasnya yang bisa dilakukan banyak juga ada simulator, lihat ini coba bisa lawan otomobil atau enggak dan ada ini nih yang ini simulatornya motor dan pakai motor beneran, lihat tuh terus sekali ini disuruh ke pertamina mandalika nah, bicara kalau sirkuit, adalah mini sirkuitnya ini adalah sirkuit mandalika kecil nih setelah capek main semua itu tadi, kita bisa mengopi di bright cafe di bute pertamina, ayo mampir kesini ada di hall 6 Gias 2025",Joy
55,"Boleh nanya ga? Nama lu asli siapa sih? Nama itu ga penting om. Nama itu ga penting yang penting adalah hasil kreasi kita. Gw denger mobilnya sport car semua ya? Nggak, ga kebeliom. Mobil-mobil itu ga om? Om, lo kan sekarang ada mobil Cina. What do you think about mobil Cina? Mobil Cina itu surprisingly bagus-bagus. Vinfast VF3? Udah masuk nih sebelum. Belum, belum. Oh lo punya Vinfast juga? Nationalism-ulai dimana itu mobil Vietnam? Sebenernya, sebentar- sebentar. Dari semua merak mobil ga ada yang merak Indonesia? Merak Indonesia itu ada.",Surprise
56,"kami sedang melakukan perjalanan jauh menggunakan mobil listrik dan kali ini kami pakai hatchback dengan range terjauh ini adalah Ion UT desainnya itu European Aesthetic dan Timeless jadi tidak mudah tua handlingnya itu asik untuk dalam kota maupun luar kota dan tenaganya pun sangat cukup sekali ketika kita butuh tisu, magic ada di balik layar, ada tempat tisu-nya kreatif sekali sekarang kita ke belakang, ini mobil DNA-nya GAC ION lihat ini, di belakang posisi hiter kami tinggi ke mesin 1-4 jarak dengkol dengan jauh sekali jauh mobil ini sangat lega sekali itulah DNA GAC ION dan jok kiri ini bisa untuk sofa mode rebah habis dan kedua jok ini bisa ventilated seat jadi adem punggung kita apabila anda ingin tahu di detail yang mengenai mobil ini ada di channel omobi kami juga sekalian melakukan perjalanan dari Jakarta sampai Semarang tanpa menge-charge ya nyampe apa nggak ya nonton video itu hmm berapa harganya mobil ini? silahkan datang ke Gias 2025, boothnya Ion lihat langsung, coba langsung dan tanya langsung harganya disitu ya menarik sekali mobil ini",Joy
57,"Sama lo! Sesuai aplikasi ini tipe exit tourer. Oh, wajahnya sama. It looks the same and more more more affordable. Tapi ukurinnya beda ya. Itu aja tapi. Ini tuh udah lebih dari cukup. Feature-feature yang ada di ultimate sebelumnya. Ini tuh ada semua. Jadi kalau ditanya, ini mobil juga petong gak dengan harga yang affordable. Ini super super affordable. Dan ini baru pertama kali misubisik keluarin exit tourer. Karena ngelihat masanya expanded tuh banyak banget. Felaknya juga sama lo. Ijeknya sama. Side skirt sama. Belahkan sama juga. Sama. Cuma ada berbeda warna-warna aja. Iya, ini lebih kepada sporty look aja gitu. Espemer dulu sendiri gak begini. Iya, udah sama main baru. Iya kan. Perbedaannya ini masih menggunakan classic instrument. It feels exactly the same kan. Stadio-nya udah pakai juga 8 inch. Ada headrest tengah. Dibilangin ya tipe beda aja. Gimana ya headrest tengah? Sini gak juga. Headrest coping juga, kompelet. Udah bukan kayak kunci kayak. Iya bener, gak nyolok-nyolok kunci lagi. Untuk staso button. Exit nih. Exit tourer. Karena ini exit tourer. Emang ini tuh diciptakan untuk orang-orang yang pingin punya expander dengan fasilitas yang cukup. Jadi dengan harga masuk akal bisa dapet penampilan luar yang hampir sama-sama. Luar deh alem bukan cuman luar dong. Gue rasa ini akan jadi jagoan barunya expander. Ya penasaran coba cek exit tourer. You'll be surprised. Hmm? Exit tourer. Make sense nih. Untuk ini.",Surprise
58,"ini bukan ceroki bukan karena grillnya ada 10, bukan 7 tapi kelihatan sini karena ini adalah Mogi Picang Jeep Komance tunggu videonya di channel Komogi",Surprise
59,"Kali ini overtest sudah tangan, terus kali kita hampai kuyup gini nih Dan ada petir, ayo tolong mau di yuk",Joy
60,"kalau teman teman nge-onvios selamat datang di human garage video kontennya human onvios sekarang kita lagi ada di markasnya omobi jadi disini tuh ada mobil apa aja oh? ini oh, yang kesputin dari? iya, Jimmy ini ini belum, nah, nah, semua sih ini ini buat offroad offroad sama apa, rescue iya karena dia pake winch pake Jimmy Chaka Siga terus ada BMW ini BMW 36, 3-dan nya punya anak disini pasinya mobil favorit nya opat ini jemput saja, jemput saja ini untuk sekolexi nah, selanjutnya ada NCML, NCML ini dulu, Almar Dung eh, papa nya omobi ini lah, dari mobil ini lanjutnya kan ada mobil 8? ini dan ke-8, ini ke-8 ini dulu kan, kan mobil project ini sebenernya terus ada, apalagi itu mobil, tiga ke-8 ini kita baru ambil juga, tunggu lama ini buat pilih cuciin aja tuh, dikenal apa gitu, tetap mobil, tiga tetap yang belum aku ya, pake, pake, di bofin, di komitemin, komponenya dan yang paling menarik adalah? NCML, NCML tuh sebenernya, colexi ya, cuma enak banget di lihat oh, selanjut ya Yari Aris, Yari Aris emang kita mobil kenceng ya buat tengecekan, di bandar lika ada speed, dan adrenaline juga buat di weekend buat hubungan CIVO, CIVO, CIR kira tadinya, dunia nya yang manual buat kita ngerti, kita ngerti kera-kera, biar bisa",Surprise
61,"ini ada asbak penyatul, lihat ini dan bukan hanya asbak, tapi dari dekat dia punya personal lighter sendiri coba ada yang pakai belakang sudah, kurang nacar kesel banget",Sadness
62,"VW IDBAL itu ada jendela, bisa dibuka tapi di geser dan gesernya bukan perikan nickel tapi elektrik bukanya ditetkan bukan tarik",Anger
63,"Oke, ini wajah kalau misalnya kita tadi mundur habis Rau ketiganya sama sekali tidak dapat Space, lihat ya Kita ke belakang Sama sekali tidak ada Space Tuh, tidak mungkin bisa masuk, kita harus majuin jok ini Tetap sempit Ini kalau kita majuin sesuai, ini Leg restnya juga tidak bisa di majuin, jodinya Jok belakangnya ini Harusnya bisa lebih mundur lagi Namun, kami berusaha di WAOM Giant Di M-Tech bisa modifikasi jok paling belakang ini Untuk bisa lebih mundur lagi secara elektrik Ini Duh, ini repot sekali Untuk melipat kursi Rau ketiga Masih manual maju mundur pula Dan luasan bagasi ini mengorbankan luasan penumpang Ah, ternyata sekarang ada solisinya untuk membuat kabin penumpang lebih luas Karena Mobile Tech bisa mengubah krepotan ini dengan Yang praktis-praktis saja Tinggal pencet tombol Dan secara elektris, kursi Rau ketiga bisa maju mundur dengan mudahnya Namun tidak hanya maju mundur saja Sosial Mobile Tech ini menambah rail yang di extend ke belakang Jadi kursi Rau ketiga ini bisa lebih mundur lagi Sehingga ruang kaki lebih luas Merupakan solusi yang praktis, mudah dan tidak mengubah bentuk pabrikan Ayo, main ke Instagram-nya Mobile Tech",Surprise
64,"Suzuki France, sebelumnya kapis dambas tentang exterior dan interior sekarang giliran mesinnya mesin yang dapatnya adalah K15C untuk tipe GX dan SGX ini masukan tenaga 100,6 PS dan 135 Nm Torsinya memakai Smart Hybrid dan ini mesin hemat sekali terbutih, hemat luar biasa sekarang saatnya kita kek Suzuki France ini luar biasa kenyamanan suspensinya dan ternyata handlingnya juga mantap mau terbalik nek mobil ini hemat jalanan karena radius putarnya kecil tidak makanin banyak jalanan mobil ini gesit sekali, membuat momen berkendara terasa marvellous memang ini Suzuki France ini luar biasa suspensinya enak mesinnya super hemat, nyetirnya pas duluknya hmmm, jangan-jangan kemana ya nek ini? dan sama siapa? ayo komentar di bawah",Joy
